LST_max,LST_mean,LST_min,LST_stdDev,year
28.83157989,22.15704142,14.15946862,1.058234655,1990
25.80300702,18.37220098,11.15148582,2.728551687,1995
28.5342657,21.62168643,18.08948013,1.201850708,2000
40.86983614,26.12716757,14.78307398,1.24805929,2005
28.26217018,23.36047996,19.51761023,1.15098826,2010
30.5076496,24.70905871,21.05214704,1.08617333,2015
31.13191194,25.12529767,21.32738592,1.030720003,2020
31.981854,26.19776336,22.60529075,1.130464152,2025
